"category","region","state","year","amount"
"Population_(Thousands)","Rocky Mountains","Wyoming",2000,494
"Population_(Thousands)","Southeast","Alabama",2001,4468
"Population_(Thousands)","Far West","Alaska",2001,634
"Population_(Thousands)","Southwest","Arizona",2001,5273
"Population_(Thousands)","Southeast","Arkansas",2001,2692
"Population_(Thousands)","Far West","California",2001,34479
"Population_(Thousands)","Rocky Mountains","Colorado",2001,4426
"Population_(Thousands)","New England","Connecticut",2001,3433
"Population_(Thousands)","Mideast","Delaware",2001,796
"Population_(Thousands)","Mideast","District of Columbia",2001,575
"Population_(Thousands)","Southeast","Florida",2001,16357
"Population_(Thousands)","Southeast","Georgia",2001,8377
"Population_(Thousands)","Far West","Hawaii",2001,1226
"Population_(Thousands)","Rocky Mountains","Idaho",2001,1320
"Population_(Thousands)","Great Lakes","Illinois",2001,12488
"Population_(Thousands)","Great Lakes","Indiana",2001,6128
"Population_(Thousands)","Plains","Iowa",2001,2932
"Population_(Thousands)","Plains","Kansas",2001,2702
"Population_(Thousands)","Southeast","Kentucky",2001,4068
"Population_(Thousands)","Southeast","Louisiana",2001,4478
"Population_(Thousands)","New England","Maine",2001,1286
"Population_(Thousands)","Mideast","Maryland",2001,5375
"Population_(Thousands)","New England","Massachusetts",2001,6398
"Population_(Thousands)","Great Lakes","Michigan",2001,9991
"Population_(Thousands)","Plains","Minnesota",2001,4983
"Population_(Thousands)","Southeast","Mississippi",2001,2853
"Population_(Thousands)","Plains","Missouri",2001,5641
"Population_(Thousands)","Rocky Mountains","Montana",2001,907
"Population_(Thousands)","Plains","Nebraska",2001,1720
"Population_(Thousands)","Far West","Nevada",2001,2098
"Population_(Thousands)","New England","New Hampshire",2001,1256
"Population_(Thousands)","Mideast","New Jersey",2001,8493
"Population_(Thousands)","Southwest","New Mexico",2001,1832
"Population_(Thousands)","Mideast","New York",2001,19083
"Population_(Thousands)","Southeast","North Carolina",2001,8210
"Population_(Thousands)","Plains","North Dakota",2001,639
"Population_(Thousands)","Great Lakes","Ohio",2001,11387
"Population_(Thousands)","Southwest","Oklahoma",2001,3467
"Population_(Thousands)","Far West","Oregon",2001,3468
"Population_(Thousands)","Mideast","Pennsylvania",2001,12299
"Population_(Thousands)","New England","Rhode Island",2001,1057
"Population_(Thousands)","Southeast","South Carolina",2001,4065
"Population_(Thousands)","Plains","South Dakota",2001,758
"Population_(Thousands)","Southeast","Tennessee",2001,5751
"Population_(Thousands)","Southwest","Texas",2001,21320
"Population_(Thousands)","Rocky Mountains","Utah",2001,2284
"Population_(Thousands)","New England","Vermont",2001,612
"Population_(Thousands)","Southeast","Virginia",2001,7198
"Population_(Thousands)","Far West","Washington",2001,5986
"Population_(Thousands)","Southeast","West Virginia",2001,1801
"Population_(Thousands)","Great Lakes","Wisconsin",2001,5407
"Population_(Thousands)","Rocky Mountains","Wyoming",2001,495
"Population_(Thousands)","Southeast","Alabama",2002,4480
"Population_(Thousands)","Far West","Alaska",2002,642
"Population_(Thousands)","Southwest","Arizona",2002,5396
"Population_(Thousands)","Southeast","Arkansas",2002,2706
"Population_(Thousands)","Far West","California",2002,34872
"Population_(Thousands)","Rocky Mountains","Colorado",2002,4490
"Population_(Thousands)","New England","Connecticut",2002,3459
"Population_(Thousands)","Mideast","Delaware",2002,806
"Population_(Thousands)","Mideast","District of Columbia",2002,573
"Population_(Thousands)","Southeast","Florida",2002,16689
"Population_(Thousands)","Southeast","Georgia",2002,8508
"Population_(Thousands)","Far West","Hawaii",2002,1240
"Population_(Thousands)","Rocky Mountains","Idaho",2002,1340
"Population_(Thousands)","Great Lakes","Illinois",2002,12526
"Population_(Thousands)","Great Lakes","Indiana",2002,6156
"Population_(Thousands)","Plains","Iowa",2002,2934
"Population_(Thousands)","Plains","Kansas",2002,2714
"Population_(Thousands)","Southeast","Kentucky",2002,4090
"Population_(Thousands)","Southeast","Louisiana",2002,4497
"Population_(Thousands)","New England","Maine",2002,1296
"Population_(Thousands)","Mideast","Maryland",2002,5440
"Population_(Thousands)","New England","Massachusetts",2002,6417
"Population_(Thousands)","Great Lakes","Michigan",2002,10016
"Population_(Thousands)","Plains","Minnesota",2002,5019
"Population_(Thousands)","Southeast","Mississippi",2002,2859
"Population_(Thousands)","Plains","Missouri",2002,5675
"Population_(Thousands)","Rocky Mountains","Montana",2002,912
"Population_(Thousands)","Plains","Nebraska",2002,1728
"Population_(Thousands)","Far West","Nevada",2002,2174
"Population_(Thousands)","New England","New Hampshire",2002,1269
"Population_(Thousands)","Mideast","New Jersey",2002,8553
"Population_(Thousands)","Southwest","New Mexico",2002,1855
"Population_(Thousands)","Mideast","New York",2002,19138
"Population_(Thousands)","Southeast","North Carolina",2002,8326
"Population_(Thousands)","Plains","North Dakota",2002,638
"Population_(Thousands)","Great Lakes","Ohio",2002,11408
"Population_(Thousands)","Southwest","Oklahoma",2002,3489
"Population_(Thousands)","Far West","Oregon",2002,3513
"Population_(Thousands)","Mideast","Pennsylvania",2002,12331
"Population_(Thousands)","New England","Rhode Island",2002,1066
"Population_(Thousands)","Southeast","South Carolina",2002,4108
"Population_(Thousands)","Plains","South Dakota",2002,760
"Population_(Thousands)","Southeast","Tennessee",2002,5796
"Population_(Thousands)","Southwest","Texas",2002,21690
"Population_(Thousands)","Rocky Mountains","Utah",2002,2325
"Population_(Thousands)","New England","Vermont",2002,615
"Population_(Thousands)","Southeast","Virginia",2002,7287
"Population_(Thousands)","Far West","Washington",2002,6052
"Population_(Thousands)","Southeast","West Virginia",2002,1805
"Population_(Thousands)","Great Lakes","Wisconsin",2002,5445
"Population_(Thousands)","Rocky Mountains","Wyoming",2002,500
"Population_(Thousands)","Southeast","Alabama",2003,4503
"Population_(Thousands)","Far West","Alaska",2003,648
"Population_(Thousands)","Southwest","Arizona",2003,5510
"Population_(Thousands)","Southeast","Arkansas",2003,2725
"Population_(Thousands)","Far West","California",2003,35253
"Population_(Thousands)","Rocky Mountains","Colorado",2003,4529
"Population_(Thousands)","New England","Connecticut",2003,3484
"Population_(Thousands)","Mideast","Delaware",2003,818
"Population_(Thousands)","Mideast","District of Columbia",2003,569
"Population_(Thousands)","Southeast","Florida",2003,17004
"Population_(Thousands)","Southeast","Georgia",2003,8623
"Population_(Thousands)","Far West","Hawaii",2003,1251
"Population_(Thousands)","Rocky Mountains","Idaho",2003,1363
"Population_(Thousands)","Great Lakes","Illinois",2003,12556
"Population_(Thousands)","Great Lakes","Indiana",2003,6197
"Population_(Thousands)","Plains","Iowa",2003,2942
"Population_(Thousands)","Plains","Kansas",2003,2723
"Population_(Thousands)","Southeast","Kentucky",2003,4117
"Population_(Thousands)","Southeast","Louisiana",2003,4521
"Population_(Thousands)","New England","Maine",2003,1307
"Population_(Thousands)","Mideast","Maryland",2003,5496
"Population_(Thousands)","New England","Massachusetts",2003,6423
"Population_(Thousands)","Great Lakes","Michigan",2003,10041
"Population_(Thousands)","Plains","Minnesota",2003,5054
"Population_(Thousands)","Southeast","Mississippi",2003,2868
"Population_(Thousands)","Plains","Missouri",2003,5709
"Population_(Thousands)","Rocky Mountains","Montana",2003,920
"Population_(Thousands)","Plains","Nebraska",2003,1739
"Population_(Thousands)","Far West","Nevada",2003,2249
"Population_(Thousands)","New England","New Hampshire",2003,1280
"Population_(Thousands)","Mideast","New Jersey",2003,8601
"Population_(Thousands)","Southwest","New Mexico",2003,1878
"Population_(Thousands)","Mideast","New York",2003,19176
"Population_(Thousands)","Southeast","North Carolina",2003,8423
"Population_(Thousands)","Plains","North Dakota",2003,639
"Population_(Thousands)","Great Lakes","Ohio",2003,11435
"Population_(Thousands)","Southwest","Oklahoma",2003,3505
"Population_(Thousands)","Far West","Oregon",2003,3547
"Population_(Thousands)","Mideast","Pennsylvania",2003,12375
"Population_(Thousands)","New England","Rhode Island",2003,1071
"Population_(Thousands)","Southeast","South Carolina",2003,4150
"Population_(Thousands)","Plains","South Dakota",2003,764
"Population_(Thousands)","Southeast","Tennessee",2003,5848
"Population_(Thousands)","Southwest","Texas",2003,22031
"Population_(Thousands)","Rocky Mountains","Utah",2003,2360
"Population_(Thousands)","New England","Vermont",2003,618
"Population_(Thousands)","Southeast","Virginia",2003,7367
"Population_(Thousands)","Far West","Washington",2003,6104
"Population_(Thousands)","Southeast","West Virginia",2003,1812
"Population_(Thousands)","Great Lakes","Wisconsin",2003,5479
"Population_(Thousands)","Rocky Mountains","Wyoming",2003,503
"Population_(Thousands)","Southeast","Alabama",2004,4531
"Population_(Thousands)","Far West","Alaska",2004,659
"Population_(Thousands)","Southwest","Arizona",2004,5652
"Population_(Thousands)","Southeast","Arkansas",2004,2750
"Population_(Thousands)","Far West","California",2004,35575
"Population_(Thousands)","Rocky Mountains","Colorado",2004,4575
"Population_(Thousands)","New England","Connecticut",2004,3496
"Population_(Thousands)","Mideast","Delaware",2004,831
"Population_(Thousands)","Mideast","District of Columbia",2004,568
"Population_(Thousands)","Southeast","Florida",2004,17415
"Population_(Thousands)","Southeast","Georgia",2004,8769
"Population_(Thousands)","Far West","Hawaii",2004,1274
"Population_(Thousands)","Rocky Mountains","Idaho",2004,1392
"Population_(Thousands)","Great Lakes","Illinois",2004,12590
"Population_(Thousands)","Great Lakes","Indiana",2004,6233
"Population_(Thousands)","Plains","Iowa",2004,2954
"Population_(Thousands)","Plains","Kansas",2004,2734
"Population_(Thousands)","Southeast","Kentucky",2004,4146
"Population_(Thousands)","Southeast","Louisiana",2004,4552
"Population_(Thousands)","New England","Maine",2004,1314
"Population_(Thousands)","Mideast","Maryland",2004,5547
"Population_(Thousands)","New England","Massachusetts",2004,6412
"Population_(Thousands)","Great Lakes","Michigan",2004,10055
"Population_(Thousands)","Plains","Minnesota",2004,5088
"Population_(Thousands)","Southeast","Mississippi",2004,2889
"Population_(Thousands)","Plains","Missouri",2004,5748
"Population_(Thousands)","Rocky Mountains","Montana",2004,930
"Population_(Thousands)","Plains","Nebraska",2004,1749
"Population_(Thousands)","Far West","Nevada",2004,2346
"Population_(Thousands)","New England","New Hampshire",2004,1290
"Population_(Thousands)","Mideast","New Jersey",2004,8635
"Population_(Thousands)","Southwest","New Mexico",2004,1904
"Population_(Thousands)","Mideast","New York",2004,19172
"Population_(Thousands)","Southeast","North Carolina",2004,8553
"Population_(Thousands)","Plains","North Dakota",2004,645
"Population_(Thousands)","Great Lakes","Ohio",2004,11452
"Population_(Thousands)","Southwest","Oklahoma",2004,3525
"Population_(Thousands)","Far West","Oregon",2004,3569
"Population_(Thousands)","Mideast","Pennsylvania",2004,12411
"Population_(Thousands)","New England","Rhode Island",2004,1075
"Population_(Thousands)","Southeast","South Carolina",2004,4211
"Population_(Thousands)","Plains","South Dakota",2004,770
"Population_(Thousands)","Southeast","Tennessee",2004,5911
"Population_(Thousands)","Southwest","Texas",2004,22394
"Population_(Thousands)","Rocky Mountains","Utah",2004,2402
"Population_(Thousands)","New England","Vermont",2004,620
"Population_(Thousands)","Southeast","Virginia",2004,7476
"Population_(Thousands)","Far West","Washington",2004,6179
"Population_(Thousands)","Southeast","West Virginia",2004,1816
"Population_(Thousands)","Great Lakes","Wisconsin",2004,5514
"Population_(Thousands)","Rocky Mountains","Wyoming",2004,509
"Population_(Thousands)","Southeast","Alabama",2005,4570
"Population_(Thousands)","Far West","Alaska",2005,667
"Population_(Thousands)","Southwest","Arizona",2005,5839
"Population_(Thousands)","Southeast","Arkansas",2005,2781
"Population_(Thousands)","Far West","California",2005,35828
"Population_(Thousands)","Rocky Mountains","Colorado",2005,4632
"Population_(Thousands)","New England","Connecticut",2005,3507
"Population_(Thousands)","Mideast","Delaware",2005,845
"Population_(Thousands)","Mideast","District of Columbia",2005,567
"Population_(Thousands)","Southeast","Florida",2005,17842
"Population_(Thousands)","Southeast","Georgia",2005,8926
"Population_(Thousands)","Far West","Hawaii",2005,1293
"Population_(Thousands)","Rocky Mountains","Idaho",2005,1428
"Population_(Thousands)","Great Lakes","Illinois",2005,12610
"Population_(Thousands)","Great Lakes","Indiana",2005,6279
"Population_(Thousands)","Plains","Iowa",2005,2964
"Population_(Thousands)","Plains","Kansas",2005,2745
"Population_(Thousands)","Southeast","Kentucky",2005,4183
"Population_(Thousands)","Southeast","Louisiana",2005,4577
"Population_(Thousands)","New England","Maine",2005,1319
"Population_(Thousands)","Mideast","Maryland",2005,5592
"Population_(Thousands)","New England","Massachusetts",2005,6403
"Population_(Thousands)","Great Lakes","Michigan",2005,10051
"Population_(Thousands)","Plains","Minnesota",2005,5120
"Population_(Thousands)","Southeast","Mississippi",2005,2906
"Population_(Thousands)","Plains","Missouri",2005,5790
"Population_(Thousands)","Rocky Mountains","Montana",2005,940
"Population_(Thousands)","Plains","Nebraska",2005,1761
"Population_(Thousands)","Far West","Nevada",2005,2432
"Population_(Thousands)","New England","New Hampshire",2005,1298
"Population_(Thousands)","Mideast","New Jersey",2005,8652
"Population_(Thousands)","Southwest","New Mexico",2005,1932
"Population_(Thousands)","Mideast","New York",2005,19133
"Population_(Thousands)","Southeast","North Carolina",2005,8705
"Population_(Thousands)","Plains","North Dakota",2005,646
"Population_(Thousands)","Great Lakes","Ohio",2005,11463
"Population_(Thousands)","Southwest","Oklahoma",2005,3549
"Population_(Thousands)","Far West","Oregon",2005,3613
"Population_(Thousands)","Mideast","Pennsylvania",2005,12450
"Population_(Thousands)","New England","Rhode Island",2005,1068
"Population_(Thousands)","Southeast","South Carolina",2005,4270
"Population_(Thousands)","Plains","South Dakota",2005,775
"Population_(Thousands)","Southeast","Tennessee",2005,5991
"Population_(Thousands)","Southwest","Texas",2005,22778
"Population_(Thousands)","Rocky Mountains","Utah",2005,2458
"Population_(Thousands)","New England","Vermont",2005,621
"Population_(Thousands)","Southeast","Virginia",2005,7577
"Population_(Thousands)","Far West","Washington",2005,6257
"Population_(Thousands)","Southeast","West Virginia",2005,1820
"Population_(Thousands)","Great Lakes","Wisconsin",2005,5546
"Population_(Thousands)","Rocky Mountains","Wyoming",2005,514
"Population_(Thousands)","Southeast","Alabama",2006,4629
"Population_(Thousands)","Far West","Alaska",2006,675
"Population_(Thousands)","Southwest","Arizona",2006,6029
"Population_(Thousands)","Southeast","Arkansas",2006,2822
"Population_(Thousands)","Far West","California",2006,36021
"Population_(Thousands)","Rocky Mountains","Colorado",2006,4720
"Population_(Thousands)","New England","Connecticut",2006,3517
"Population_(Thousands)","Mideast","Delaware",2006,859
"Population_(Thousands)","Mideast","District of Columbia",2006,571
"Population_(Thousands)","Southeast","Florida",2006,18167
"Population_(Thousands)","Southeast","Georgia",2006,9156
"Population_(Thousands)","Far West","Hawaii",2006,1310
"Population_(Thousands)","Rocky Mountains","Idaho",2006,1469
"Population_(Thousands)","Great Lakes","Illinois",2006,12644
"Population_(Thousands)","Great Lakes","Indiana",2006,6333
"Population_(Thousands)","Plains","Iowa",2006,2983
"Population_(Thousands)","Plains","Kansas",2006,2763
"Population_(Thousands)","Southeast","Kentucky",2006,4219
"Population_(Thousands)","Southeast","Louisiana",2006,4303
"Population_(Thousands)","New England","Maine",2006,1324
"Population_(Thousands)","Mideast","Maryland",2006,5627
"Population_(Thousands)","New England","Massachusetts",2006,6410
"Population_(Thousands)","Great Lakes","Michigan",2006,10036
"Population_(Thousands)","Plains","Minnesota",2006,5164
"Population_(Thousands)","Southeast","Mississippi",2006,2905
"Population_(Thousands)","Plains","Missouri",2006,5843
"Population_(Thousands)","Rocky Mountains","Montana",2006,953
"Population_(Thousands)","Plains","Nebraska",2006,1773
"Population_(Thousands)","Far West","Nevada",2006,2523
"Population_(Thousands)","New England","New Hampshire",2006,1308
"Population_(Thousands)","Mideast","New Jersey",2006,8662
"Population_(Thousands)","Southwest","New Mexico",2006,1962
"Population_(Thousands)","Mideast","New York",2006,19105
"Population_(Thousands)","Southeast","North Carolina",2006,8917
"Population_(Thousands)","Plains","North Dakota",2006,649
"Population_(Thousands)","Great Lakes","Ohio",2006,11481
"Population_(Thousands)","Southwest","Oklahoma",2006,3594
"Population_(Thousands)","Far West","Oregon",2006,3671
"Population_(Thousands)","Mideast","Pennsylvania",2006,12511
"Population_(Thousands)","New England","Rhode Island",2006,1063
"Population_(Thousands)","Southeast","South Carolina",2006,4358
"Population_(Thousands)","Plains","South Dakota",2006,783
"Population_(Thousands)","Southeast","Tennessee",2006,6089
"Population_(Thousands)","Southwest","Texas",2006,23360
"Population_(Thousands)","Rocky Mountains","Utah",2006,2526
"Population_(Thousands)","New England","Vermont",2006,623
"Population_(Thousands)","Southeast","Virginia",2006,7674
"Population_(Thousands)","Far West","Washington",2006,6371
"Population_(Thousands)","Southeast","West Virginia",2006,1828
"Population_(Thousands)","Great Lakes","Wisconsin",2006,5578
"Population_(Thousands)","Rocky Mountains","Wyoming",2006,523
"Population_(Thousands)","Southeast","Alabama",2007,4673
"Population_(Thousands)","Far West","Alaska",2007,680
"Population_(Thousands)","Southwest","Arizona",2007,6168
"Population_(Thousands)","Southeast","Arkansas",2007,2849
"Population_(Thousands)","Far West","California",2007,36250
"Population_(Thousands)","Rocky Mountains","Colorado",2007,4804
"Population_(Thousands)","New England","Connecticut",2007,3527
"Population_(Thousands)","Mideast","Delaware",2007,872
"Population_(Thousands)","Mideast","District of Columbia",2007,574
"Population_(Thousands)","Southeast","Florida",2007,18368
"Population_(Thousands)","Southeast","Georgia",2007,9350
"Population_(Thousands)","Far West","Hawaii",2007,1316
"Population_(Thousands)","Rocky Mountains","Idaho",2007,1505
"Population_(Thousands)","Great Lakes","Illinois",2007,12696
"Population_(Thousands)","Great Lakes","Indiana",2007,6380
"Population_(Thousands)","Plains","Iowa",2007,2999
"Population_(Thousands)","Plains","Kansas",2007,2784
"Population_(Thousands)","Southeast","Kentucky",2007,4257
"Population_(Thousands)","Southeast","Louisiana",2007,4376
"Population_(Thousands)","New England","Maine",2007,1327
"Population_(Thousands)","Mideast","Maryland",2007,5653
"Population_(Thousands)","New England","Massachusetts",2007,6432
"Population_(Thousands)","Great Lakes","Michigan",2007,10001
"Population_(Thousands)","Plains","Minnesota",2007,5207
"Population_(Thousands)","Southeast","Mississippi",2007,2928
"Population_(Thousands)","Plains","Missouri",2007,5888
"Population_(Thousands)","Rocky Mountains","Montana",2007,965
"Population_(Thousands)","Plains","Nebraska",2007,1783
"Population_(Thousands)","Far West","Nevada",2007,2601
"Population_(Thousands)","New England","New Hampshire",2007,1313
"Population_(Thousands)","Mideast","New Jersey",2007,8678
"Population_(Thousands)","Southwest","New Mexico",2007,1990
"Population_(Thousands)","Mideast","New York",2007,19132
"Population_(Thousands)","Southeast","North Carolina",2007,9118
"Population_(Thousands)","Plains","North Dakota",2007,653
"Population_(Thousands)","Great Lakes","Ohio",2007,11500
"Population_(Thousands)","Southwest","Oklahoma",2007,3634
"Population_(Thousands)","Far West","Oregon",2007,3722
"Population_(Thousands)","Mideast","Pennsylvania",2007,12564
"Population_(Thousands)","New England","Rhode Island",2007,1057
"Population_(Thousands)","Southeast","South Carolina",2007,4444
"Population_(Thousands)","Plains","South Dakota",2007,792
"Population_(Thousands)","Southeast","Tennessee",2007,6176
"Population_(Thousands)","Southwest","Texas",2007,23832
"Population_(Thousands)","Rocky Mountains","Utah",2007,2598
"Population_(Thousands)","New England","Vermont",2007,623
"Population_(Thousands)","Southeast","Virginia",2007,7751
"Population_(Thousands)","Far West","Washington",2007,6462
"Population_(Thousands)","Southeast","West Virginia",2007,1834
"Population_(Thousands)","Great Lakes","Wisconsin",2007,5611
"Population_(Thousands)","Rocky Mountains","Wyoming",2007,535
"Population_(Thousands)","Southeast","Alabama",2008,4718
"Population_(Thousands)","Far West","Alaska",2008,687
"Population_(Thousands)","Southwest","Arizona",2008,6280
"Population_(Thousands)","Southeast","Arkansas",2008,2875
"Population_(Thousands)","Far West","California",2008,36604
"Population_(Thousands)","Rocky Mountains","Colorado",2008,4890
"Population_(Thousands)","New England","Connecticut",2008,3546
"Population_(Thousands)","Mideast","Delaware",2008,884
"Population_(Thousands)","Mideast","District of Columbia",2008,580
"Population_(Thousands)","Southeast","Florida",2008,18527
"Population_(Thousands)","Southeast","Georgia",2008,9505
"Population_(Thousands)","Far West","Hawaii",2008,1332
"Population_(Thousands)","Rocky Mountains","Idaho",2008,1534
"Population_(Thousands)","Great Lakes","Illinois",2008,12747
"Population_(Thousands)","Great Lakes","Indiana",2008,6425
"Population_(Thousands)","Plains","Iowa",2008,3017
"Population_(Thousands)","Plains","Kansas",2008,2808
"Population_(Thousands)","Southeast","Kentucky",2008,4290
"Population_(Thousands)","Southeast","Louisiana",2008,4436
"Population_(Thousands)","New England","Maine",2008,1331
"Population_(Thousands)","Mideast","Maryland",2008,5685
"Population_(Thousands)","New England","Massachusetts",2008,6469
"Population_(Thousands)","Great Lakes","Michigan",2008,9947
"Population_(Thousands)","Plains","Minnesota",2008,5247
"Population_(Thousands)","Southeast","Mississippi",2008,2948
"Population_(Thousands)","Plains","Missouri",2008,5924
"Population_(Thousands)","Rocky Mountains","Montana",2008,976
"Population_(Thousands)","Plains","Nebraska",2008,1796
"Population_(Thousands)","Far West","Nevada",2008,2654
"Population_(Thousands)","New England","New Hampshire",2008,1316
"Population_(Thousands)","Mideast","New Jersey",2008,8711
"Population_(Thousands)","Southwest","New Mexico",2008,2011
"Population_(Thousands)","Mideast","New York",2008,19212
"Population_(Thousands)","Southeast","North Carolina",2008,9309
"Population_(Thousands)","Plains","North Dakota",2008,658
"Population_(Thousands)","Great Lakes","Ohio",2008,11515
"Population_(Thousands)","Southwest","Oklahoma",2008,3669
"Population_(Thousands)","Far West","Oregon",2008,3769
"Population_(Thousands)","Mideast","Pennsylvania",2008,12612
"Population_(Thousands)","New England","Rhode Island",2008,1055
"Population_(Thousands)","Southeast","South Carolina",2008,4529
"Population_(Thousands)","Plains","South Dakota",2008,799
"Population_(Thousands)","Southeast","Tennessee",2008,6247
"Population_(Thousands)","Southwest","Texas",2008,24309
"Population_(Thousands)","Rocky Mountains","Utah",2008,2663
"Population_(Thousands)","New England","Vermont",2008,624
"Population_(Thousands)","Southeast","Virginia",2008,7833
"Population_(Thousands)","Far West","Washington",2008,6562
"Population_(Thousands)","Southeast","West Virginia",2008,1840
"Population_(Thousands)","Great Lakes","Wisconsin",2008,5641
"Population_(Thousands)","Rocky Mountains","Wyoming",2008,546
"Population_(Thousands)","Southeast","Alabama",2009,4758
"Population_(Thousands)","Far West","Alaska",2009,699
"Population_(Thousands)","Southwest","Arizona",2009,6343
"Population_(Thousands)","Southeast","Arkansas",2009,2897
"Population_(Thousands)","Far West","California",2009,36961
"Population_(Thousands)","Rocky Mountains","Colorado",2009,4972
"Population_(Thousands)","New England","Connecticut",2009,3562
"Population_(Thousands)","Mideast","Delaware",2009,892
"Population_(Thousands)","Mideast","District of Columbia",2009,592
"Population_(Thousands)","Southeast","Florida",2009,18653
"Population_(Thousands)","Southeast","Georgia",2009,9621
"Population_(Thousands)","Far West","Hawaii",2009,1347
"Population_(Thousands)","Rocky Mountains","Idaho",2009,1554
"Population_(Thousands)","Great Lakes","Illinois",2009,12797
"Population_(Thousands)","Great Lakes","Indiana",2009,6459
"Population_(Thousands)","Plains","Iowa",2009,3033
"Population_(Thousands)","Plains","Kansas",2009,2833
"Population_(Thousands)","Southeast","Kentucky",2009,4317
"Population_(Thousands)","Southeast","Louisiana",2009,4492
"Population_(Thousands)","New England","Maine",2009,1330
"Population_(Thousands)","Mideast","Maryland",2009,5730
"Population_(Thousands)","New England","Massachusetts",2009,6518
"Population_(Thousands)","Great Lakes","Michigan",2009,9902
"Population_(Thousands)","Plains","Minnesota",2009,5281
"Population_(Thousands)","Southeast","Mississippi",2009,2959
"Population_(Thousands)","Plains","Missouri",2009,5961
"Population_(Thousands)","Rocky Mountains","Montana",2009,984
"Population_(Thousands)","Plains","Nebraska",2009,1813
"Population_(Thousands)","Far West","Nevada",2009,2685
"Population_(Thousands)","New England","New Hampshire",2009,1316
"Population_(Thousands)","Mideast","New Jersey",2009,8756
"Population_(Thousands)","Southwest","New Mexico",2009,2037
"Population_(Thousands)","Mideast","New York",2009,19307
"Population_(Thousands)","Southeast","North Carolina",2009,9450
"Population_(Thousands)","Plains","North Dakota",2009,665
"Population_(Thousands)","Great Lakes","Ohio",2009,11529
"Population_(Thousands)","Southwest","Oklahoma",2009,3718
"Population_(Thousands)","Far West","Oregon",2009,3809
"Population_(Thousands)","Mideast","Pennsylvania",2009,12667
"Population_(Thousands)","New England","Rhode Island",2009,1054
"Population_(Thousands)","Southeast","South Carolina",2009,4590
"Population_(Thousands)","Plains","South Dakota",2009,807
"Population_(Thousands)","Southeast","Tennessee",2009,6306
"Population_(Thousands)","Southwest","Texas",2009,24802
"Population_(Thousands)","Rocky Mountains","Utah",2009,2723
"Population_(Thousands)","New England","Vermont",2009,625
"Population_(Thousands)","Southeast","Virginia",2009,7926
"Population_(Thousands)","Far West","Washington",2009,6667
"Population_(Thousands)","Southeast","West Virginia",2009,1848
"Population_(Thousands)","Great Lakes","Wisconsin",2009,5669
"Population_(Thousands)","Rocky Mountains","Wyoming",2009,560
"Population_(Thousands)","Southeast","Alabama",2010,4785
"Population_(Thousands)","Far West","Alaska",2010,714
"Population_(Thousands)","Southwest","Arizona",2010,6408
"Population_(Thousands)","Southeast","Arkansas",2010,2922
"Population_(Thousands)","Far West","California",2010,37333
"Population_(Thousands)","Rocky Mountains","Colorado",2010,5049
"Population_(Thousands)","New England","Connecticut",2010,3580
"Population_(Thousands)","Mideast","Delaware",2010,900
"Population_(Thousands)","Mideast","District of Columbia",2010,605
"Population_(Thousands)","Southeast","Florida",2010,18849
"Population_(Thousands)","Southeast","Georgia",2010,9714
"Population_(Thousands)","Far West","Hawaii",2010,1364
"Population_(Thousands)","Rocky Mountains","Idaho",2010,1571
"Population_(Thousands)","Great Lakes","Illinois",2010,12842
"Population_(Thousands)","Great Lakes","Indiana",2010,6491
"Population_(Thousands)","Plains","Iowa",2010,3051
"Population_(Thousands)","Plains","Kansas",2010,2859
"Population_(Thousands)","Southeast","Kentucky",2010,4349
"Population_(Thousands)","Southeast","Louisiana",2010,4545
"Population_(Thousands)","New England","Maine",2010,1328
"Population_(Thousands)","Mideast","Maryland",2010,5789
"Population_(Thousands)","New England","Massachusetts",2010,6566
"Population_(Thousands)","Great Lakes","Michigan",2010,9877
"Population_(Thousands)","Plains","Minnesota",2010,5311
"Population_(Thousands)","Southeast","Mississippi",2010,2970
"Population_(Thousands)","Plains","Missouri",2010,5996
"Population_(Thousands)","Rocky Mountains","Montana",2010,991
"Population_(Thousands)","Plains","Nebraska",2010,1830
"Population_(Thousands)","Far West","Nevada",2010,2703
"Population_(Thousands)","New England","New Hampshire",2010,1317
"Population_(Thousands)","Mideast","New Jersey",2010,8804
"Population_(Thousands)","Southwest","New Mexico",2010,2065
"Population_(Thousands)","Mideast","New York",2010,19403
"Population_(Thousands)","Southeast","North Carolina",2010,9559
"Population_(Thousands)","Plains","North Dakota",2010,675
"Population_(Thousands)","Great Lakes","Ohio",2010,11541
"Population_(Thousands)","Southwest","Oklahoma",2010,3760
"Population_(Thousands)","Far West","Oregon",2010,3838
"Population_(Thousands)","Mideast","Pennsylvania",2010,12712
"Population_(Thousands)","New England","Rhode Island",2010,1053
"Population_(Thousands)","Southeast","South Carolina",2010,4636
"Population_(Thousands)","Plains","South Dakota",2010,816
"Population_(Thousands)","Southeast","Tennessee",2010,6357
"Population_(Thousands)","Southwest","Texas",2010,25244
"Population_(Thousands)","Rocky Mountains","Utah",2010,2775
"Population_(Thousands)","New England","Vermont",2010,626
"Population_(Thousands)","Southeast","Virginia",2010,8026
"Population_(Thousands)","Far West","Washington",2010,6743
"Population_(Thousands)","Southeast","West Virginia",2010,1854
"Population_(Thousands)","Great Lakes","Wisconsin",2010,5690
"Population_(Thousands)","Rocky Mountains","Wyoming",2010,565
